,total_load_kw,active_sessions,hour,day_of_week,month,lag_24h,lag_1h,rolling_mean_24h
2019-11-05 08:45:00,0.0,0.0,8,1,11,0.0,0.0,59.21471495878995
2019-11-05 09:00:00,0.0,0.0,9,1,11,0.0,0.0,59.21471495878995
2019-11-05 09:15:00,0.0,0.0,9,1,11,0.0,0.0,59.21471495878995
2019-11-05 09:30:00,0.0,0.0,9,1,11,0.0,0.0,59.21471495878995
2019-11-05 09:45:00,0.0,0.0,9,1,11,0.0,0.0,59.21471495878995
2019-11-05 10:00:00,0.0,0.0,10,1,11,0.0,0.0,59.21471495878995
2019-11-05 10:15:00,0.0,0.0,10,1,11,0.0,0.0,59.21471495878995
2019-11-05 10:30:00,0.0,0.0,10,1,11,0.0,0.0,59.21471495878995
2019-11-05 10:45:00,0.0,0.0,10,1,11,0.0,0.0,59.21471495878995
2019-11-05 11:00:00,0.0,0.0,11,1,11,0.0,0.0,59.21471495878995
2019-11-05 11:15:00,0.0,0.0,11,1,11,0.0,0.0,59.21471495878995
2019-11-05 11:30:00,0.0,0.0,11,1,11,0.0,0.0,59.21471495878995
2019-11-05 11:45:00,3.2581456566247438,1.0,11,1,11,3.270005735041101,0.0,59.21459141630644
2019-11-05 12:00:00,3.2581456566247438,1.0,12,1,11,3.270005735041101,0.0,59.21446787382294
2019-11-05 12:15:00,3.2581456566247438,1.0,12,1,11,3.270005735041101,0.0,59.21434433133944
2019-11-05 12:30:00,3.2581456566247438,1.0,12,1,11,3.270005735041101,0.0,59.21422078885593
2019-11-05 12:45:00,3.2581456566247438,1.0,12,1,11,5.619274027724028,3.2581456566247438,59.18962570165698
2019-11-05 13:00:00,12.09923812768451,4.0,13,1,11,5.619274027724028,3.2581456566247438,59.25712532769824
2019-11-05 13:15:00,12.09923812768451,4.0,13,1,11,5.619274027724028,3.2581456566247438,59.324624953739495
2019-11-05 13:30:00,17.481772718860675,6.0,13,1,11,10.39134570941155,3.2581456566247438,59.398483568421256
2019-11-05 13:45:00,32.39468982711683,11.0,13,1,11,25.333002363261315,3.2581456566247438,59.47204281283641
2019-11-05 14:00:00,44.95079174828742,14.0,14,1,11,35.857911581225885,12.09923812768451,59.566760314576634
2019-11-05 14:15:00,69.17393472117328,22.0,14,1,11,49.02672054412995,12.09923812768451,59.776627128920836
2019-11-05 14:30:00,88.55179828028272,27.0,14,1,11,84.5714795773068,17.481772718860675,59.81808878207684
2019-11-05 14:45:00,104.5891786272495,32.0,14,1,11,102.99927601797093,32.39468982711683,59.834650267590156
2019-11-05 15:00:00,119.69373578880915,39.0,15,1,11,132.35864058583365,44.95079174828742,59.70272417595448
2019-11-05 15:15:00,126.17984986641635,42.0,15,1,11,153.33127630186772,69.17393472117328,59.41989681725187
2019-11-05 15:30:00,146.98287881076178,49.0,15,1,11,156.20892364544753,88.55179828028272,59.323792183557224
2019-11-05 15:45:00,147.94251870630012,49.0,15,1,11,156.20892364544753,104.5891786272495,59.237683798774434
2019-11-05 16:00:00,145.17768983618697,48.0,16,1,11,151.07723955403608,119.69373578880915,59.176230155880184
2019-11-05 16:15:00,139.75798294807882,46.0,16,1,11,155.4797444725554,126.17984986641635,59.012461806666884
2019-11-05 16:30:00,139.75798294807882,46.0,16,1,11,152.53210662367863,146.98287881076178,58.87939801837938
2019-11-05 16:45:00,139.75798294807882,46.0,16,1,11,147.4029609941583,147.94251870630012,58.79976283039938
2019-11-05 17:00:00,134.2798947528304,44.0,17,1,11,147.4029609941583,145.17768983618697,58.66306422371889
2019-11-05 17:15:00,121.16292981677613,40.0,17,1,11,147.4029609941583,139.75798294807882,58.389730565621164
2019-11-05 17:30:00,121.16292981677613,40.0,17,1,11,144.58393422532558,139.75798294807882,58.145761769698765
2019-11-05 17:45:00,111.62121028613568,36.0,17,1,11,138.4116382101453,139.75798294807882,57.866694812157
2019-11-05 18:00:00,107.72698435167767,34.0,18,1,11,131.9438022110042,134.2798947528304,57.61443629278901
2019-11-05 18:15:00,99.35375212376668,32.0,18,1,11,125.6088891886547,121.16292981677613,57.34094528169643
2019-11-05 18:30:00,97.4694240210285,30.0,18,1,11,125.6088891886547,121.16292981677613,57.04782585286699
